name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
Spacious 1 bedroom off Prospect Pk,Brooklyn,Prospect-Lefferts Gardens,40.66249,-73.95841,Entire home/apt,90,2,3,2018-06-04,0.1,1,0
La Dolce Vita Apartment in Garfield,Bronx,Van Nest,40.84166,-73.86818,Entire home/apt,425,5,0,,,1,363
XTRA LARGE~PRIME UPPER EAST SIDE-1ST AVE&EAST 86TH,Manhattan,Upper East Side,40.7771,-73.9495,Entire home/apt,200,30,0,,,49,365
Luxury 1 Bedroom Condo in Central Park South,Manhattan,Midtown,40.76566,-73.97748,Entire home/apt,349,2,6,2017-01-01,0.17,1,0
Premier Suites Downtown,Manhattan,Financial District,40.70885,-74.01074,Entire home/apt,200,30,0,,,1,87
Newly renovated studio in hip Bushwick near subway,Brooklyn,Bushwick,40.69559,-73.90796,Entire home/apt,100,2,152,2019-07-01,4.29,1,251
Nicest studio near Central Park and the 6 train,Manhattan,East Harlem,40.79068,-73.94944,Entire home/apt,115,2,8,2017-01-01,0.23,1,0
"the shoebox, west chelsea",Manhattan,Chelsea,40.74577,-74.00606,Entire home/apt,150,3,119,2019-06-29,3.45,2,58
1 room West Village,Manhattan,Greenwich Village,40.72854,-74.00275,Private room,100,1,0,,,1,0
Cozy room at Brooklyn&Breakfast,Brooklyn,Prospect Heights,40.67824,-73.96966,Private room,55,1,102,2019-06-27,2.98,13,281
Conveniently located room near train.,Queens,Long Island City,40.7591,-73.9278,Private room,49,2,105,2019-06-22,2.94,3,21
"Private BR in comfy, international-vibe Harlem apt",Manhattan,Harlem,40.82265,-73.94501,Private room,95,2,44,2019-06-24,1.27,1,90
"Private, Sunny Room in Queens, NY",Queens,Flushing,40.75539,-73.83172,Private room,75,2,57,2019-05-14,1.64,1,335
Ladies Dorm Shared Room (Single Twin Bed),Brooklyn,Bedford-Stuyvesant,40.6853,-73.95758,Shared room,45,2,10,2017-10-27,0.29,3,311
West Village Apt in the Heart of the Action,Manhattan,West Village,40.73342,-74.00362,Entire home/apt,200,2,0,,,1,0
Beautiful and sunny apartment in East Village!,Manhattan,East Village,40.72835,-73.98503,Entire home/apt,199,5,22,2019-05-29,0.62,1,68
Artists townhouse next to Central Park! WOW!,Manhattan,Upper East Side,40.76282,-73.96734,Entire home/apt,195,1,109,2019-07-02,3.21,1,190
Amazing Duplex with Best Amenities in NYC,Manhattan,Financial District,40.70615,-74.00914,Entire home/apt,349,3,38,2019-06-26,1.08,1,72
Very Large Loft with a view of Statue of Liberty,Manhattan,Financial District,40.70423,-74.01235,Entire home/apt,270,2,113,2019-06-02,3.21,1,11
Large+Amazing 2BR ( Flex) 800 SQFT-Upper East Side,Manhattan,Upper East Side,40.77744,-73.94501,Entire home/apt,230,30,0,,,49,284
Wall St!Design One bedroom in Doorman Bldg 5187,Manhattan,Financial District,40.70379,-74.00946,Entire home/apt,165,30,0,,,96,365
"Spacious one bedroom, next to the L and G trains",Brooklyn,Williamsburg,40.71417,-73.94765,Entire home/apt,159,2,1,2016-08-15,0.03,1,0
Doorman Gym 2 bed With balcony River View 5138,Manhattan,Murray Hill,40.74463,-73.9722,Entire home/apt,196,30,1,2016-10-31,0.03,96,280
"Cozy, cool, spacious Midtown!",Manhattan,Murray Hill,40.74796,-73.97949,Shared room,103,1,3,2016-08-25,0.08,1,0
Spacious Room in the Heart of Williamsburg,Brooklyn,Williamsburg,40.7133,-73.94838,Private room,92,4,18,2019-06-03,0.52,1,341
Comfort and charm: 1BDR on Upper East Side,Manhattan,Upper East Side,40.77371,-73.95167,Entire home/apt,150,3,37,2019-05-27,1.04,1,0
"*Serenity & Heart* spacious, bright, sleeps 4 SOHO",Manhattan,Nolita,40.72148,-73.99543,Entire home/apt,294,5,150,2019-06-29,4.19,1,105
Full Cosy apart in the middle of Manhattan!,Manhattan,Midtown,40.75095,-73.97115,Entire home/apt,110,4,36,2019-06-01,1.05,1,40
Entire One Bedroom Apartment In Historic District,Bronx,Highbridge,40.84277,-73.92588,Entire home/apt,76,7,40,2019-05-27,1.15,1,34
Apt 2or3 bedr for 4 or more guests in Williamsburg,Brooklyn,Williamsburg,40.71036,-73.95477,Entire home/apt,180,2,115,2019-06-22,3.34,2,82
The Center Suites,Queens,St. Albans,40.69364,-73.78025,Entire home/apt,100,2,46,2019-06-30,1.34,2,361
Quiet 1 BR in the Heart Crown Heights,Brooklyn,Crown Heights,40.67652,-73.94859,Entire home/apt,80,7,0,,,1,0
Sunny Windsor Terrace 3 BR + deck,Brooklyn,Windsor Terrace,40.65092,-73.98054,Entire home/apt,120,5,1,2018-08-15,0.09,2,0
HUGE master bedroom in TIME SQUARE,Manhattan,Hell's Kitchen,40.76086,-73.99147,Private room,90,1,15,2017-08-31,0.42,2,0
The Brooklyn Vibe,Brooklyn,Prospect-Lefferts Gardens,40.65825,-73.96073,Entire home/apt,130,1,83,2019-06-17,2.34,1,0
YOUR PRIVATE SPACE: Prospect Lefferts Gardens NYC!,Brooklyn,Prospect-Lefferts Gardens,40.66081,-73.94963,Entire home/apt,84,2,84,2019-07-05,2.39,1,211
Clean 1 Bed/with En Suite Shower,Brooklyn,Flatbush,40.64831,-73.96181,Private room,50,3,98,2019-06-20,2.77,2,140
New York City Getaway; very close to LGA,Queens,East Elmhurst,40.76777,-73.87733,Entire home/apt,76,2,75,2019-06-24,4.39,1,35
Amazing Location 2 BR 2 Full Bath East Village,Manhattan,East Village,40.72714,-73.98668,Entire home/apt,316,3,74,2019-06-08,2.19,1,348
"Private Lux Condo, w/ A Great 7th Story View",Queens,Jamaica,40.70796,-73.80117,Entire home/apt,115,2,32,2018-09-22,0.91,1,265
Williamsburg Hideaway,Brooklyn,Williamsburg,40.71505,-73.95716,Entire home/apt,325,1,2,2018-01-05,0.06,1,0
Cozy Clean Small Apartment 2 Bedrooms Nyc,Brooklyn,Williamsburg,40.71051,-73.95587,Entire home/apt,160,2,130,2019-06-23,3.72,2,69
Greyhound Manor - twin bed with a share bath,Brooklyn,Bedford-Stuyvesant,40.68277,-73.92284,Private room,47,2,39,2019-06-27,1.12,2,51
Amazing View of NYC,Manhattan,Hell's Kitchen,40.76044,-73.99051,Entire home/apt,200,3,9,2018-10-06,0.26,1,0
Gorgeous Apartment with Balcony & Terrace,Brooklyn,Williamsburg,40.71677,-73.94124,Entire home/apt,200,4,9,2019-06-29,0.26,1,9
Large Sunny Williamsburg Apt Near L train #2`,Brooklyn,Williamsburg,40.71498,-73.94207,Private room,75,7,12,2019-04-29,0.35,2,359
Cozy Room Right Next to Prospect Park!,Brooklyn,Flatbush,40.64562,-73.96446,Private room,39,3,13,2019-07-05,0.38,1,186
Large modern chic 1-BR apt near World Trade Center,Manhattan,Financial District,40.70851,-74.00563,Entire home/apt,300,6,3,2018-12-30,0.1,1,358
Penthouse in the sky,Manhattan,Upper West Side,40.79321,-73.97685,Entire home/apt,489,7,8,2018-07-29,0.22,1,328
Private floor/Flat,Queens,Rosedale,40.65045,-73.74596,Entire home/apt,150,2,3,2018-07-27,0.08,3,364
Queens Village Vacation Getaway,Queens,Queens Village,40.71168,-73.74037,Entire home/apt,65,1,152,2019-07-05,4.67,1,335
Serenity & Charm in Brooklyn's Best Area (Legal),Brooklyn,South Slope,40.66847,-73.98893,Entire home/apt,120,4,139,2019-06-20,3.98,3,136
Amazing Apt in Hells Kitchen!!,Manhattan,Hell's Kitchen,40.76249,-73.99103,Private room,80,1,117,2018-02-23,3.34,1,0
Bedroom in East Williamsburg/ Bushwick Brooklyn,Brooklyn,Williamsburg,40.70383,-73.94295,Private room,53,2,40,2019-05-11,1.15,1,1
LUXURY BLDG - PRIVATE TERRACE/DOORMAN,Manhattan,Upper West Side,40.77174,-73.98934,Entire home/apt,200,3,16,2019-05-07,0.48,1,0
Adorable Crown Heights Home Away From Home,Brooklyn,Crown Heights,40.66902,-73.93771,Private room,50,3,100,2019-02-19,2.81,2,0
Mid-town Manhattan (East Side near UN),Manhattan,Midtown,40.75259,-73.96797,Entire home/apt,150,2,13,2019-05-11,0.36,1,69
Awesome room in heart of midtown!,Manhattan,Hell's Kitchen,40.76338,-73.98911,Private room,120,2,154,2019-06-17,4.47,1,266
Charming Manhattan Pied a Terre,Manhattan,Kips Bay,40.74164,-73.98275,Private room,175,2,41,2019-06-02,1.18,1,242
"Top 7th floor sunny 1 bedroom - Sugar Hill, Harlem",Manhattan,Harlem,40.82485,-73.94366,Entire home/apt,49,30,11,2019-03-02,0.32,1,36
WONDERFUL BED ROOM 10 MINS FROM JFK,Queens,St. Albans,40.686,-73.7691,Private room,59,2,4,2019-06-28,0.29,5,180
Lovely private suite in charming historic house,Queens,Ridgewood,40.70717,-73.89395,Private room,79,3,13,2018-05-18,0.39,1,64
"Entire Home in Gramercy, Duplex Loft",Manhattan,Kips Bay,40.73958,-73.98258,Entire home/apt,195,2,12,2018-07-08,0.41,1,0
Art-filled bright spacious loft prime Wburg Brklyn,Brooklyn,Williamsburg,40.71932,-73.95649,Entire home/apt,249,3,99,2019-06-13,2.87,2,239
Middle Size Room Super Convenient Area: ♥of Bklyn,Brooklyn,Prospect-Lefferts Gardens,40.66291,-73.96257,Private room,53,1,42,2019-05-26,1.19,3,337
Luxury Apt on Wall St - Amazing Views,Manhattan,Financial District,40.707,-74.00782,Private room,189,1,22,2017-07-15,0.67,1,0
"Private room great for single travelers,  near JFK",Brooklyn,East New York,40.67324,-73.88292,Private room,60,2,38,2019-07-05,1.07,2,357
Large Modern Studio with Free Parking in Driveway,Queens,Ridgewood,40.70882,-73.9179,Entire home/apt,135,2,73,2019-07-06,2.11,1,345
A beautiful cozy room with balcony,Bronx,Longwood,40.81998,-73.90325,Private room,75,2,110,2019-06-17,3.18,2,350
"Cozy, Beautiful Bedroom in Shared Apartment",Brooklyn,Prospect Heights,40.68224,-73.97302,Private room,60,5,0,,,1,18
BEAUTIFUL AND SPACIOUS APARTMENT 1st FLOOR,Queens,Astoria,40.7581,-73.91975,Entire home/apt,120,2,13,2018-06-25,0.37,1,115
Charming Bedroom in East Village,Manhattan,East Village,40.73226,-73.98688,Private room,100,5,4,2018-02-25,0.17,1,0
Sunny Williamsburg Loft,Brooklyn,Williamsburg,40.71123,-73.96148,Private room,95,3,61,2019-05-31,1.73,2,56
Classic NYC: ENTIRE 1-BR in Spacious Chelsea Apt,Manhattan,Chelsea,40.74029,-74.00233,Entire home/apt,185,1,2,2016-08-22,0.06,1,0
Upper East Side Studio Apartment,Manhattan,Upper East Side,40.76644,-73.95635,Entire home/apt,99,5,15,2017-05-01,0.45,1,0
"Entire 2 bedroom apt ,Prime Williamsburg",Brooklyn,Williamsburg,40.71358,-73.95429,Entire home/apt,180,4,94,2019-06-26,2.72,1,326
Affordable 3 BR In City Center,Manhattan,Midtown,40.74426,-73.9825,Entire home/apt,350,5,24,2018-11-07,0.7,1,137
"Cozy private room in downtown Manhattan, NYC",Manhattan,Greenwich Village,40.7305,-73.99647,Private room,69,1,4,2018-06-13,0.12,1,0
COZY SPOT,Brooklyn,East Flatbush,40.65825,-73.92191,Private room,50,2,41,2018-03-18,1.15,1,250
ONLY 4.5 MILES TO MANHATTAN,Queens,Maspeth,40.72211,-73.90905,Entire home/apt,144,2,113,2019-06-11,3.18,3,293
Beautiful 1 bedroom in Brooklyn!!!!,Brooklyn,Prospect-Lefferts Gardens,40.65656,-73.95572,Entire home/apt,85,4,9,2017-08-27,0.25,1,0
IMMACULATE 1-BDRM UPPER MANHATTAN,Manhattan,Washington Heights,40.83406,-73.94731,Entire home/apt,100,5,13,2019-06-15,1.04,1,1
Lovely One Bedroom West Village,Manhattan,West Village,40.72921,-74.00345,Entire home/apt,240,5,52,2019-06-23,1.54,1,271
Prospect Heights for the Holidays! 2 bedroom apt,Brooklyn,Crown Heights,40.67407,-73.96303,Entire home/apt,125,1,3,2017-01-02,0.09,2,0
Central Park & Met Museum 1 Bedroom Gem!,Manhattan,Upper East Side,40.77666,-73.95625,Entire home/apt,165,2,22,2018-01-02,0.65,1,0
New York Masterpiece,Queens,Rego Park,40.73541,-73.85632,Entire home/apt,145,3,88,2019-06-17,2.56,1,321
1 Bedroom,Queens,Rosedale,40.66155,-73.73064,Private room,88,1,0,,,3,364
Sweet & Artsy Williamsburg Room,Brooklyn,Williamsburg,40.70652,-73.94054,Private room,65,1,1,2016-08-08,0.03,1,0
Greenpoint amazing private room,Brooklyn,Greenpoint,40.73293,-73.95919,Private room,60,3,52,2019-05-05,1.49,2,0
Charming Private Astoria Apt. 15 Min To Manhattan!,Queens,Astoria,40.75868,-73.92615,Entire home/apt,122,2,128,2019-06-15,3.65,1,255
"Spacious, sunlit, homey bedroom in Wash. Heights",Manhattan,Washington Heights,40.83613,-73.94472,Private room,65,7,0,,,1,0
Cozy Bright Brooklyn  by train,Brooklyn,Kensington,40.64386,-73.98195,Private room,42,1,95,2019-06-23,2.69,11,148
Excellent Location! Sunny & Cozy!,Brooklyn,Bedford-Stuyvesant,40.68489,-73.95203,Private room,55,6,7,2019-01-07,0.54,1,179
Beautiful Crown Heights Pre-War 1 Bedroom,Brooklyn,Crown Heights,40.6686,-73.93517,Entire home/apt,115,2,7,2019-01-01,0.21,1,0
Opera House Lofts - Bushwick Studio,Brooklyn,Bushwick,40.69938,-73.93547,Entire home/apt,95,1,9,2018-02-25,0.25,1,0
"Steps to the Metro, Minutes to Manhattan",Brooklyn,Bedford-Stuyvesant,40.69121,-73.92529,Entire home/apt,113,2,167,2019-07-03,4.71,2,167
"Beautiful, Spacious Studio In VERY Convenient Area",Manhattan,Upper East Side,40.76347,-73.96514,Entire home/apt,185,4,10,2019-05-15,0.28,1,329
Large furnished room with 2 beds,Queens,Glendale,40.69848,-73.89569,Private room,34,30,14,2019-07-02,0.41,2,365
Duplex in Manhattan 15min to Times Square,Manhattan,Upper East Side,40.78255,-73.95123,Private room,80,3,90,2019-06-27,2.53,3,323
Fold out couch in prime Brooklyn,Brooklyn,Crown Heights,40.67385,-73.96126,Shared room,50,1,55,2019-06-30,1.54,3,60
Nice Private room on Broadway,Manhattan,Washington Heights,40.83735,-73.94351,Private room,55,3,89,2019-06-23,2.53,1,66
Primary Midtown Location Highrise Apartment,Manhattan,Murray Hill,40.74706,-73.97355,Entire home/apt,110,5,2,2018-01-05,0.06,1,0
❤ of Greenwich Village ~ Walk/Transit Score 100,Manhattan,Greenwich Village,40.72915,-74.00106,Private room,115,5,65,2019-06-10,1.84,1,157
Dwell Inspired Design~ Great Manhattan Location!,Manhattan,Upper East Side,40.78025,-73.95183,Entire home/apt,239,3,17,2019-05-30,0.49,2,212
Charming Room in Astoria Close to N and W Trains,Queens,Astoria,40.75593,-73.92584,Private room,63,2,8,2017-08-21,0.31,1,0
Lg Modern 1 Bedroom / Rooftop Bldg,Manhattan,Kips Bay,40.74042,-73.98139,Entire home/apt,295,2,42,2019-05-19,1.29,1,81
1400 sq ft modern full floor loft,Manhattan,Flatiron District,40.74076,-73.99307,Entire home/apt,425,7,0,,,1,363
Private Room & Private Bathroom in NYC Brownstone,Brooklyn,Bedford-Stuyvesant,40.69087,-73.92952,Private room,125,4,55,2018-12-12,1.59,1,0
Luxury Modern Studio in The Bronx,Bronx,Throgs Neck,40.81587,-73.81532,Entire home/apt,175,2,28,2019-05-28,0.92,1,36
Great Room in Charming Nolita Apt,Manhattan,Nolita,40.72245,-73.99416,Shared room,90,1,10,2019-05-21,0.28,4,14
"Bedroom in hip, artsy, unique loft apartment",Brooklyn,Williamsburg,40.70962,-73.9501,Private room,75,3,3,2018-01-03,0.09,1,0
One bedroom apartment,Queens,Astoria,40.76623,-73.90911,Entire home/apt,99,2,154,2019-06-30,4.38,1,283
Calm&Cozy Bedroom - NoLIta/SoHo (private bathroom),Manhattan,Nolita,40.72413,-73.99355,Private room,118,3,10,2017-09-09,0.29,1,0
"Cozy Bedroom (East Harlem, Manhattan)",Manhattan,East Harlem,40.78807,-73.944,Private room,75,2,50,2018-03-24,1.46,1,0
Sunny Studio in the Hearth of the Lower East Side,Manhattan,Lower East Side,40.72144,-73.98915,Entire home/apt,105,3,24,2019-02-25,0.68,1,0
Just Right in Lovely Greenpoint,Brooklyn,Greenpoint,40.7294,-73.94977,Private room,56,7,69,2018-05-06,1.96,2,163
DUMBO Brooklyn Authentic Loft,Brooklyn,DUMBO,40.70267,-73.98828,Private room,125,12,24,2018-10-28,0.69,1,0
West Village/SoHo - Small but Mighty Room!,Manhattan,SoHo,40.7277,-74.00375,Private room,80,2,8,2019-06-01,0.23,3,275
Sunny Artist Loft with Pool and Spa,Bronx,Port Morris,40.80779,-73.93095,Entire home/apt,110,3,7,2019-06-09,0.2,1,42
"Private room Bushwick, BK!",Brooklyn,Bushwick,40.68876,-73.90578,Private room,75,1,24,2018-10-29,0.69,2,250
Private Room beside the 7 Train!,Queens,Sunnyside,40.74611,-73.91295,Private room,60,2,15,2018-08-27,0.42,1,27
1 room in Chic Apt in Astoria NYC,Queens,Astoria,40.76933,-73.91165,Private room,55,1,20,2019-06-27,0.63,4,252
Beautiful room in newly renovated aptartment,Manhattan,Stuyvesant Town,40.7294,-73.97751,Private room,60,2,2,2016-08-25,0.06,1,0
Large room in new Williamsburg apartment,Brooklyn,Williamsburg,40.70805,-73.95442,Private room,200,4,9,2018-12-08,0.25,1,89
Huge 1 Bedroom Central Harlem Express Subway Stop,Manhattan,Harlem,40.81315,-73.95389,Private room,49,1,13,2019-07-07,0.37,1,0
"Mary's Respite -Convenient, garden apt in Flushing",Queens,Flushing,40.75842,-73.81996,Entire home/apt,200,2,93,2019-07-07,2.68,1,346
Nice comfy room,Brooklyn,East New York,40.67333,-73.8872,Private room,40,2,84,2019-07-04,2.45,2,273
"Park Avenue, Lux Studio Murray Hill apartment",Manhattan,Murray Hill,40.74829,-73.98041,Entire home/apt,179,30,0,,,87,365
Cozy & Private 1 bedroom in Bedstuy,Brooklyn,Bedford-Stuyvesant,40.69329,-73.94055,Entire home/apt,75,2,12,2018-12-02,0.35,1,41
Brooklyn Brownstone Oasis,Brooklyn,Bedford-Stuyvesant,40.68796,-73.91991,Private room,45,2,24,2019-06-09,0.68,1,5
Penthouse Duplex 2 Bed/2 Bath on Upper West Side,Manhattan,Upper West Side,40.78411,-73.97721,Entire home/apt,245,30,12,2019-06-30,0.37,6,245
Cozy Brownstone Garden Apartment (King&Twin Bed ),Brooklyn,Prospect Heights,40.67679,-73.96661,Entire home/apt,120,3,36,2019-01-14,1.06,1,89
Clean and Spacious Brooklyn Loft (Rear),Brooklyn,Williamsburg,40.70468,-73.93681,Private room,51,6,5,2018-10-02,0.22,2,358
(1)Comfy Home Away From Home/Multiple rooms!!,Brooklyn,Bedford-Stuyvesant,40.68787,-73.95332,Private room,83,1,110,2019-07-06,3.46,4,307
"Sun Drenched, Huge Room-Park Slope",Brooklyn,Boerum Hill,40.68316,-73.97952,Private room,55,2,1,2016-08-11,0.03,1,0
Simple PRIVATE ROOM in UNION SQUARE,Manhattan,Gramercy,40.73421,-73.98834,Private room,85,2,47,2019-06-04,1.32,1,18
Park Avenue Studio Suite (3),Manhattan,Kips Bay,40.74439,-73.98112,Entire home/apt,109,30,5,2018-10-01,0.15,31,134
"Beautiful, large bedroom",Brooklyn,Bedford-Stuyvesant,40.68172,-73.95118,Private room,85,2,8,2017-11-12,0.23,2,0
Doorman Penthouse One Bedroom Laundry 5196,Manhattan,Gramercy,40.73486,-73.98611,Entire home/apt,179,30,2,2018-07-31,0.06,96,345
Private BR in Beautiful Renovated East Village Apt,Manhattan,East Village,40.73036,-73.98633,Private room,95,30,7,2016-12-29,0.2,1,238
Cozy Brooklyn Studio Apt in Clinton Hill,Brooklyn,Clinton Hill,40.68634,-73.9661,Entire home/apt,95,2,47,2019-06-23,1.34,1,0
"Williamsburg Loft, Brooklyn, New York",Brooklyn,Williamsburg,40.71144,-73.96795,Entire home/apt,170,3,87,2019-06-25,2.48,1,32
Beach Bungalow with loft,Queens,Rockaway Beach,40.58656,-73.81565,Entire home/apt,110,1,75,2019-06-23,2.14,1,56
"Bright, Welcoming 2 Bedroom Apt in Clinton Hill",Brooklyn,Bedford-Stuyvesant,40.68844,-73.95442,Entire home/apt,111,2,2,2017-07-05,0.08,1,0
Modern Brooklyn oasis (PRIVATE ROOM),Brooklyn,Prospect-Lefferts Gardens,40.66216,-73.94299,Private room,125,1,1,2016-09-17,0.03,1,87
Private room in a shared 3 bed 1 bath in Bushwick,Brooklyn,Bushwick,40.6866,-73.91221,Private room,34,3,0,,,1,0
Private Room - 15 min to Times Square.,Manhattan,Harlem,40.81853,-73.9472,Private room,54,3,71,2019-07-01,2.01,1,15
Spacious 1 bedroom in loft-style building,Brooklyn,Williamsburg,40.7103,-73.96833,Private room,79,1,39,2019-06-13,1.11,2,152
Williamsburg Loft w Large Private Bedroom & Bath,Brooklyn,Williamsburg,40.70786,-73.9503,Private room,80,2,166,2019-06-22,4.68,1,8
"A Quiet, Private Room - Heart of Greenpoint/Wbg!",Brooklyn,Greenpoint,40.72226,-73.95044,Private room,89,4,31,2019-06-23,4.72,3,0
Luxury Midtown High Rise,Manhattan,Hell's Kitchen,40.76377,-73.98734,Entire home/apt,175,3,1,2016-08-18,0.03,1,0
ENTIRE FLOR :) PRIVATE entrance&full bathroom! :DD,Brooklyn,Bushwick,40.69903,-73.93021,Private room,85,1,188,2019-06-20,5.3,5,270
Call it Home.,Bronx,Claremont Village,40.83796,-73.9016,Private room,38,15,8,2018-08-02,0.23,2,24
Big Bed in Brooklyn Room; close to train,Brooklyn,Bushwick,40.70019,-73.94098,Private room,38,1,97,2019-06-21,2.73,2,0
"Small Room, big bed, close to train brooklyn",Brooklyn,Bedford-Stuyvesant,40.69981,-73.94111,Private room,29,1,63,2019-06-05,1.78,2,18
Large Private Room in Hip Bushwick,Brooklyn,Bushwick,40.69918,-73.91316,Private room,45,2,5,2016-10-18,0.14,1,0
Beautiful Tree Lined West Village Block!,Manhattan,West Village,40.7334,-74.00546,Entire home/apt,229,2,3,2016-12-13,0.09,1,67
Comfortable and Cozy Apartment In Williamsburg,Brooklyn,Williamsburg,40.71208,-73.96256,Entire home/apt,147,2,47,2018-10-29,1.34,1,0
"(Room201)7分钟拉瓜迪机场,19分钟肯尼迪机场｡皇后区法拉盛中心,地段超好｡#201",Queens,Flushing,40.76333,-73.82879,Private room,35,1,61,2019-05-18,1.72,4,342
Beverly Hills Studio,Manhattan,Upper East Side,40.76242,-73.96058,Entire home/apt,300,3,0,,,1,179
"Private, Sunny & Serene Penthouse Apartment",Brooklyn,Park Slope,40.67713,-73.97829,Entire home/apt,154,2,143,2019-06-29,4.11,1,269
Upscale and charming West Village Pied a terre,Manhattan,West Village,40.73579,-74.00764,Entire home/apt,250,120,2,2017-10-25,0.09,1,273
PRIME Williamsburg MODERN studio in doorman bldg!!,Brooklyn,Williamsburg,40.72207,-73.95697,Entire home/apt,150,4,10,2018-09-26,0.29,1,6
Sunny & Spacious Room in Crown Heights,Brooklyn,Crown Heights,40.67159,-73.95242,Private room,65,1,6,2018-06-25,0.17,1,0
★1000 ft²  designer loft in SOHO - Little Italy★,Manhattan,Little Italy,40.71725,-73.99811,Entire home/apt,250,1,180,2019-06-18,5.07,1,229
"Private Comfy 2 Room Apt, 23min to Manhattan",Brooklyn,Windsor Terrace,40.65823,-73.98059,Entire home/apt,99,4,75,2019-06-10,2.16,1,216
Homey & Vivacious Brooklyn Bedroom,Brooklyn,Bedford-Stuyvesant,40.69742,-73.94775,Private room,45,8,4,2017-05-01,0.11,1,0
Cozy room in warm & sunny prime LES/Chinatown Apt,Manhattan,Chinatown,40.71602,-73.99233,Private room,105,2,11,2018-05-24,0.53,1,0
